4371
	1 1 	 1 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.049799531012779E-03	1.225296899827286E-03	
0.000000000000000E+00	1.232370204311046E-03	0.000000000000000E+00	
	1 1 	 2 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.161805311887956E-03	8.604284493747588E-04	
0.000000000000000E+00	8.655693217142962E-04	0.000000000000000E+00	
	1 1 	 3 1
4.503478692328101E-04	5.160349492121738E-04	6.013703647507029E-04	
5.156927036504994E-04	0.000000000000000E+00	0.000000000000000E+00	
6.012883310072661E-04	0.000000000000000E+00	3.832355973653932E-04	
	1 1 	 4 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	3.271541339631477E-04	2.047866137640819E-04	
0.000000000000000E+00	2.051145865877657E-04	0.000000000000000E+00	
	1 1 	 5 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.837310448944216E-04	1.549514901007466E-04	
0.000000000000000E+00	1.551683444877513E-04	0.000000000000000E+00	
	1 1 	 6 1
1.389069137416750E-04	3.631587646788234E-04	5.611408169257990E-05	
3.654463028555522E-04	0.000000000000000E+00	0.000000000000000E+00	
5.603955103549085E-05	0.000000000000000E+00	2.239931302562327E-04	
	1 1 	 7 1
0.000000000000000E+00	3.977452306912229E-04	3.662796636892632E-04	
3.968382772291901E-04	0.000000000000000E+00	2.085108157454973E-04	
3.659425250121045E-04	2.049442608032592E-04	4.000463637722752E-04	
	1 1 	 8 1
0.000000000000000E+00	2.860469285509257E-03	1.026047549391108E-03	
2.853979584095729E-03	0.000000000000000E+00	0.000000000000000E+00	
1.024902078218514E-03	0.000000000000000E+00	2.386736838950075E-03	
	1 1 	 9 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	7.498757388058356E-04	3.300124269492047E-04	
0.000000000000000E+00	3.292360332227898E-04	0.000000000000000E+00	
	1 1 	 10 1
3.607499988439744E-04	0.000000000000000E+00	1.416927331973083E-03	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
1.419424609190996E-03	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 11 1
7.877298728242165E-04	2.520935841445781E-03	2.224311437410257E-03	
2.524910503713265E-03	0.000000000000000E+00	0.000000000000000E+00	
2.223554125901363E-03	0.000000000000000E+00	1.702798912135390E-03	
	1 1 	 12 1
8.583593121803108E-04	1.868135741848232E-03	1.829529549755510E-03	
1.872402317845754E-03	0.000000000000000E+00	0.000000000000000E+00	
1.829369984120519E-03	0.000000000000000E+00	1.235333603844761E-03	
	1 1 	 13 1
2.684468667472326E-04	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	2.315685281301421E-04	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 14 1
0.000000000000000E+00	1.738545355952212E-04	0.000000000000000E+00	
1.724583175085904E-04	7.625378259072522E-04	1.003381062099317E-03	
0.000000000000000E+00	1.005258114440788E-03	1.585342423343679E-04	
	1 1 	 15 1
2.732307983713824E-04	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	6.583934158034947E-05	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 16 1
0.000000000000000E+00	2.092696710959404E-03	1.336330179533653E-03	
2.085527720467924E-03	0.000000000000000E+00	0.000000000000000E+00	
1.342829352871998E-03	0.000000000000000E+00	1.743301732123673E-03	
	1 1 	 17 1
1.429298042452810E-03	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.992498654563328E-03	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 18 1
2.836993833563196E-03	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 19 1
0.000000000000000E+00	3.096705768857093E-03	0.000000000000000E+00	
3.103957746952192E-03	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	1.986482041289115E-03	
	1 1 	 20 1
2.059400396062820E-03	1.088590366642364E-03	2.642507956325627E-03	
1.115204902373038E-03	0.000000000000000E+00	0.000000000000000E+00	
2.647115851714536E-03	0.000000000000000E+00	2.082458885519585E-03	
	1 1 	 21 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	6.097730229863017E-03	7.317169859948438E-03	
0.000000000000000E+00	7.370264736842919E-03	0.000000000000000E+00	
	1 1 	 22 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	4.356872237510812E-03	3.182289447084347E-03	
0.000000000000000E+00	3.204103706616107E-03	0.000000000000000E+00	
	1 1 	 23 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	4.618418105992164E-03	2.215081562658875E-03	
0.000000000000000E+00	2.240063475102874E-03	0.000000000000000E+00	
	1 1 	 24 1
1.616445549048872E-03	3.224772663587407E-03	2.281632515582856E-03	
3.230542085984188E-03	0.000000000000000E+00	0.000000000000000E+00	
2.281610006323982E-03	0.000000000000000E+00	2.415178543935490E-03	
	1 1 	 25 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.341268913202609E-03	3.191498522075568E-04	
0.000000000000000E+00	3.308382199373186E-04	0.000000000000000E+00	
	1 1 	 26 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.150743989214694E-03	1.283144512004661E-03	
0.000000000000000E+00	1.291528511673464E-03	0.000000000000000E+00	
	1 1 	 27 1
0.000000000000000E+00	0.000000000000000E+00	3.796376583016108E-04	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
3.780795173833132E-04	0.000000000000000E+00	1.440656954442325E-04	
	1 1 	 28 1
0.000000000000000E+00	2.800885820287026E-04	3.301658087911211E-05	
2.801091723232806E-04	0.000000000000000E+00	2.535007449760317E-04	
3.312262449884492E-05	2.524813020966744E-04	3.043046730987428E-04	
	1 1 	 29 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.590525275880174E-04	2.083424037341581E-04	
0.000000000000000E+00	2.093727311965920E-04	0.000000000000000E+00	
	1 1 	 30 1
3.613148720318031E-05	1.219846414786591E-04	2.763251622434413E-04	
1.215033297194391E-04	0.000000000000000E+00	0.000000000000000E+00	
2.761751005179440E-04	0.000000000000000E+00	1.726237999046266E-04	
	1 1 	 31 1
4.721760698498973E-04	1.482514300079734E-04	1.565879101068633E-04	
1.487968549339561E-04	0.000000000000000E+00	0.000000000000000E+00	
1.562172576444474E-04	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 32 1
2.634652030871067E-04	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.335095249514047E-05	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 33 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	4.524561470820559E-04	1.592479101667731E-04	
0.000000000000000E+00	1.598041004036477E-04	0.000000000000000E+00	
	1 1 	 34 1
0.000000000000000E+00	4.636453952741207E-04	2.068901011644661E-04	
4.647221914326912E-04	0.000000000000000E+00	4.201688309494314E-06	
2.071572110362465E-04	0.000000000000000E+00	4.148780319802151E-04	
	1 1 	 35 1
1.527537574293224E-04	2.141162969422933E-04	1.673733465353592E-04	
2.149350062839284E-04	0.000000000000000E+00	0.000000000000000E+00	
1.673243263717203E-04	0.000000000000000E+00	2.216534700949641E-04	
	1 1 	 36 1
1.989883899556971E-04	6.198831360874053E-04	6.141486208961753E-04	
6.204691968861193E-04	0.000000000000000E+00	0.000000000000000E+00	
6.138409943585734E-04	0.000000000000000E+00	5.342242462864060E-04	
	1 1 	 37 1
1.456534758515297E-04	1.821081934029731E-04	2.896111272273217E-04	
1.819885735952187E-04	0.000000000000000E+00	0.000000000000000E+00	
2.897796965659646E-04	0.000000000000000E+00	1.616236911990518E-04	
	1 1 	 38 1
3.097889259961895E-04	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.435872498182588E-04	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 39 1
0.000000000000000E+00	6.774977224579700E-04	3.504241417561645E-04	
6.778636087287617E-04	0.000000000000000E+00	0.000000000000000E+00	
3.504686600680925E-04	0.000000000000000E+00	6.156270981918306E-04	
	1 1 	 40 1
2.709766954351969E-04	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	2.444665273176694E-04	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 41 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	3.504977610239686E-04	1.452697132124917E-04	
0.000000000000000E+00	1.472212830844293E-04	0.000000000000000E+00	
	1 1 	 42 1
2.712577053142402E-04	0.000000000000000E+00	5.606406111723342E-05	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
5.625363909716135E-05	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 43 1
0.000000000000000E+00	5.194130648826529E-04	0.000000000000000E+00	
5.192539531069288E-04	7.474912290016164E-06	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	2.053872321028782E-04	
	1 1 	 44 1
6.464114948427615E-05	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	4.151829311085629E-04	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 45 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	6.146928044844086E-04	4.484955399124738E-04	
0.000000000000000E+00	4.546477215968130E-04	0.000000000000000E+00	
	1 1 	 46 1
0.000000000000000E+00	1.221451150462428E-04	1.805142518513485E-04	
1.220035431514861E-04	0.000000000000000E+00	3.647172623972658E-05	
1.800565635880906E-04	3.647076935337830E-05	1.620716807355859E-04	
	1 1 	 47 1
2.807495828148894E-04	0.000000000000000E+00	2.039068740584931E-04	
0.000000000000000E+00	1.001087259690751E-04	0.000000000000000E+00	
2.041814870162470E-04	0.000000000000000E+00	0.000000000000000E+00	
	1 1 	 48 1
6.530462448214545E-05	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	7.784847575192136E-04	8.419404466799660E-05	
0.000000000000000E+00	8.569228959428103E-05	0.000000000000000E+00	
	1 1 	 49 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	6.663167082384726E-04	6.981711313889209E-04	
0.000000000000000E+00	6.988242063766954E-04	0.000000000000000E+00	
	1 1 	 50 1
0.000000000000000E+00	5.154501684978281E-04	0.000000000000000E+00	
5.142270341723299E-04	0.000000000000000E+00	2.829513170439222E-05	
0.000000000000000E+00	2.503406275449916E-05	2.372759790635898E-04	
	1 1 	 51 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	7.045946531804842E-04	1.235340379786949E-04	
0.000000000000000E+00	1.281725449429811E-04	0.000000000000000E+00	
	1 1 	 52 1
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	4.994352425363660E-04	7.428644258270014E-05	
0.000000000000000E+00	7.363791280528463E-05	0.000000000000000E+00	
	1 1 	 53 1
2.650576276284820E-04	9.996323401645067E-04	2.748440530113476E-04	
9.998805676075305E-04	0.000000000000000E+00	0.000000000000000E+00	
