93
	1 1 
3.766412332587633E-04	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.346014446711968E-04	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	2 1 
1.220056332281974E-04	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.270337760381945E-03	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	3 1 
2.127907852569059E-03	1.448588858790976E-03	2.597605086197819E-03	
1.448286410238204E-03	0.000000000000000E+00	0.000000000000000E+00	
2.597671473505239E-03	0.000000000000000E+00	1.041224455088359E-03	
	4 1 
1.317465064069253E-03	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
	5 1 
2.538088835509728E-04	0.000000000000000E+00	6.093898234356613E-04	
0.000000000000000E+00	4.520437214524190E-06	0.000000000000000E+00	
6.099744239023759E-04	0.000000000000000E+00	0.000000000000000E+00	
	6 1 
0.000000000000000E+00	1.530560683212926E-03	0.000000000000000E+00	
1.527769279822591E-03	2.289065382044235E-03	2.891480331788123E-03	
0.000000000000000E+00	2.890059441560887E-03	1.107671819228131E-03	
	7 1 
6.805737552771890E-03	0.000000000000000E+00	2.686416457433801E-03	
0.000000000000000E+00	0.000000000000000E+00	7.405315749879380E-04	
2.689024050028195E-03	7.227499171492803E-04	0.000000000000000E+00	
	8 1 
1.713094463941774E-02	0.000000000000000E+00	1.002811623638762E-02	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
1.001870352460871E-02	0.000000000000000E+00	0.000000000000000E+00	
	9 1 
6.396985820527862E-03	0.000000000000000E+00	4.922416882935387E-03	
0.000000000000000E+00	0.000000000000000E+00	1.212194253956628E-03	
4.924572929793167E-03	1.207606586368220E-03	0.000000000000000E+00	
	10 1 
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	
0.000000000000000E+00	1.737968904032771E-02	9.589481709072636E-03	
0.000000000000000E+00	9.575037565840669E-03	0.000000000000000E+00	
	11 1 
0.000000000000000E+00	0.000000000000000E+00	9.592097566596343E-04	
0.000000000000000E+00	7.302852362793469E-03	2.771367851751187E-03	
9.525567400402397E-04	2.751845129486180E-03	0.000000000000000E+00	
	12 1 
0.000000000000000E+00	0.000000000000000E+00	1.209464695304645E-03	
0.000000000000000E+00	6.110365700109738E-03	5.663554710202978E-03	
1.199216679936015E-03	5.674328839931894E-03	0.000000000000000E+00	
	13 1 
0.000000000000000E+00	1.605480865482240E-03	0.000000000000000E+00	
